id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6,Home in San Diego · ★4.81 · 3 bedrooms · 3 beds · 2 baths,29,Sara,,North Hills,32.75522,-117.12873,Entire home/apt,349,10,153,2019-09-14,0.84,1,0,0,"STR-04545L, 631067"
29967,Bungalow in San Diego · ★4.78 · 2 bedrooms · 3 beds · 2 baths,129123,Michael,,Pacific Beach,32.80751,-117.2576,Entire home/apt,286,4,93,2023-06-05,0.59,5,213,12,"STR-05218L, 645110"
54001,Guesthouse in La Jolla · ★4.94 · 2 bedrooms · 3 beds · 1 bath,252692,Marsha,,La Jolla,32.81301,-117.26856,Entire home/apt,196,3,309,2023-06-19,2.03,2,86,20,"STR-05706L, 523003"
62274,Guesthouse in San Diego · ★4.77 · 1 bedroom · 1 bed · 1 bath,302986,Isabel,,Pacific Beach,32.80583,-117.24244,Entire home/apt,99,1,804,2023-06-09,5.26,3,236,71,"STR-00821L, 520121"
62949,Guest suite in San Diego · ★4.86 · Studio · 1 bath,21532,Lisa,,Pacific Beach,32.80621,-117.23372,Entire home/apt,114,1,963,2023-06-22,7.30,2,123,98,"STR-06358L, 62086"
75668,Condo in San Diego · ★4.83 · 1 bedroom · 1 bed · 1 private bath,401936,Johnathon,,North Hills,32.74699,-117.14243,Private room,45,31,198,2022-11-26,1.36,2,115,3,
79300,Condo in San Diego · ★4.81 · 1 bedroom · 1 bed · 1 private bath,401936,Johnathon,,North Hills,32.74715,-117.1428,Private room,50,31,162,2022-12-13,1.09,2,137,2,
103417,Home in La Jolla  · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,252692,Marsha,,La Jolla,32.81321,-117.26853,Private room,98,30,250,2023-06-04,1.73,2,22,18,
103720,Bed and breakfast in San Diego · ★4.96 · 1 bedroom · 1 bed · 1 bath,507423,Ann,,Midtown,32.74779,-117.1648,Entire home/apt,203,1,89,2023-05-06,0.61,8,144,6,Exempt
103841,Townhouse in San Diego · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,541128,Florence,,North City,32.95948,-117.23468,Private room,79,2,144,2023-06-21,0.98,1,0,25,
108349,Townhouse in San Diego · ★4.75 · 3 bedrooms · 5 beds · 2.5 baths,546519,Juliana,,Pacific Beach,32.79783,-117.25416,Entire home/apt,526,6,162,2022-06-28,1.13,2,298,1,"STR-00365L, 520053"
126344,Home in San Diego · ★4.71 · 3 bedrooms · 6 beds · 2 baths,546519,Juliana,,Pacific Beach,32.80751,-117.25728,Entire home/apt,673,6,197,2023-06-05,1.39,2,286,16,"STR-00366L, 520229"
132966,Rental unit in San Diego · ★4.80 · Studio · 1 bed · 1 bath,555739,Rosana,,La Jolla,32.80934,-117.25913,Entire home/apt,95,31,36,2023-01-21,0.28,1,269,4,
149548,Home in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,721326,Olivia,,Bay Park,32.79993,-117.20067,Private room,78,3,243,2023-06-23,1.68,2,131,26,
165967,Guest suite in San Diego · ★4.98 · Studio · 1 bed · 1 bath,790976,Mike,,West University Heights,32.75314,-117.15142,Entire home/apt,141,3,691,2023-06-20,4.77,2,198,50,"STR-01893L, 519224"
166241,Townhouse in Chula Vista · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,792566,'Elia,,Rolling Hills Ranch,32.65865,-116.96947,Private room,75,30,57,2022-10-31,0.39,1,106,3,
167022,Home in San Diego · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,795905,Franz,,Pacific Beach,32.79644,-117.23409,Private room,85,3,235,2022-08-19,1.62,2,0,2,
167760,Home in San Diego · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,799669,Mary,,Mira Mesa,32.91216,-117.12881,Private room,65,3,86,2023-03-06,0.59,3,0,5,
167804,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,721326,Olivia,,Bay Park,32.80135,-117.20282,Private room,82,3,130,2023-04-20,0.98,2,152,25,
170421,Home in San Diego · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,799669,Mary,,Mira Mesa,32.91068,-117.13051,Private room,55,2,54,2023-02-03,0.37,3,126,1,
171212,Rental unit in San Diego · ★4.53 · 3 bedrooms · 3 beds · 2 baths,816767,Kayvon,,Carmel Valley,32.94568,-117.23229,Entire home/apt,169,30,60,2023-05-23,0.48,1,319,6,"STR-07941L, 648767"
174041,Home in San Diego · ★4.71 · 2 bedrooms · 4 beds · 1 bath,799669,Mary,,Mira Mesa,32.91086,-117.13066,Entire home/apt,132,6,10,2022-07-08,0.07,3,124,2,"STR-07243L, 630995"
176588,Guesthouse in San Diego · ★4.81 · Studio · 2 beds · 1 bath,2139569,Doug,,Moreno Mission,32.77361,-117.2004,Entire home/apt,115,31,261,2023-02-18,1.82,1,0,26,
182428,Rental unit in San Diego · ★4.53 · Studio · 2 beds · 1 bath,874515,Luke,,Mission Bay,32.76411,-117.25139,Entire home/apt,200,3,19,2023-06-16,0.17,28,362,9,"STR-06122L, 519433"
184238,Guesthouse in San Diego · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,883704,Scott,,Loma Portal,32.74109,-117.24503,Entire home/apt,213,2,540,2023-06-10,3.74,1,301,58,"STR-00049L, 629713"
189785,Rental unit in San Diego · ★4.98 · 1 bedroom · 1 bed · 1 private bath,915738,Jeff,,La Jolla,32.81041,-117.26637,Private room,124,31,43,2022-12-09,0.37,1,149,4,
190225,Home in San Diego · ★4.89 · 5 bedrooms · 9 beds · 4 baths,918513,Paige,,La Jolla,32.84006,-117.26922,Entire home/apt,789,3,257,2023-06-04,1.89,1,238,39,"STR-00288L, 629298"
211583,Cottage in San Diego · ★4.88 · 2 bedrooms · 3 beds · 1 bath,1090651,J-Me & Clark,,Mission Bay,32.76757,-117.25103,Entire home/apt,290,3,228,2023-05-26,1.79,1,183,17,"STR-03699L, 618281"
241210,Bungalow in San Diego · ★4.81 · 9 bedrooms · 1 bed · 1 shared bath,1265742,Debra,,North Hills,32.75819,-117.13749,Private room,80,31,93,2023-05-05,0.65,1,177,4,
246264,Home in San Diego · ★4.82 · 1 bedroom · 1 bed · 1 bath,1291828,Tomio,,Linda Vista,32.79579,-117.17383,Entire home/apt,102,31,63,2023-06-03,0.51,7,234,3,
252289,Guesthouse in San Diego · ★4.83 · 1 bedroom · 2 beds · 1 bath,861840,Catherine,,Old Town,32.75259,-117.17599,Entire home/apt,179,2,440,2023-06-05,3.30,1,253,52,"STR-07104L, 603701"
292285,Condo in San Diego · ★4.55 · 2 bedrooms · 2 beds · 2 baths,466847,Heather,,Loma Portal,32.75031,-117.23056,Entire home/apt,105,31,57,2022-10-23,0.47,1,69,4,
293133,Rental unit in San Diego · 1 bedroom · 2 beds · 1 bath,797956,Michael,,North Hills,32.74925,-117.13299,Entire home/apt,97,31,2,2019-03-21,0.04,1,365,0,
293609,Home in San Diego · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1502676,Aaron,,West University Heights,32.75906,-117.14445,Entire home/apt,259,1,318,2023-06-18,2.62,5,196,32,"STR-02921L, 613561"
299720,Condo in San Diego · ★4.71 · 1 bedroom · 1 bed · 1 bath,384706,Dhiraj,,Midtown,32.73464,-117.16452,Entire home/apt,121,31,62,2023-05-18,0.44,1,224,9,
323773,Condo in San Diego · 2 bedrooms · 2 beds · 2 baths,1657242,Kristin,,Cortez Hill,32.72237,-117.1652,Entire home/apt,200,31,1,2014-06-17,0.01,1,218,0,
343495,Tiny home in San Diego · ★4.91 · 1 bedroom · 1 bed · 1 bath,1012168,Chuck & Helen,,Ocean Beach,32.75152,-117.24682,Entire home/apt,199,4,369,2023-06-12,2.99,1,63,10,"STR-00117L, 612761"
359971,Rental unit in San Diego · ★4.84 · 1 bedroom · 1 bed · 1 bath,1821106,Marcela,,West University Heights,32.75568,-117.14679,Entire home/apt,115,31,87,2022-08-10,0.63,1,297,2,
366811,Home in San Diego · ★4.89 · 1 bedroom · 2 beds · 1 bath,1852011,Brian,,Clairemont Mesa,32.81801,-117.16826,Entire home/apt,139,3,341,2023-06-19,2.52,2,65,35,"STR-02822L, 609681"
373322,Condo in San Diego · ★4.50 · 2 bedrooms · 2 beds · 2 baths,1402683,Sandra,,Mission Bay,32.7924,-117.23138,Entire home/apt,343,3,21,2023-01-01,0.16,2,249,4,"STR-07935L, 649053"
385760,Home in San Diego · ★4.95 · 1 bedroom · 1 bed · 1 private bath,1486293,Ann,,Loma Portal,32.75711,-117.22541,Private room,50,31,95,2023-04-26,0.70,1,210,3,
394524,Guest suite in San Diego · ★4.74 · 1 bedroom · 1 bed · 1 bath,1972369,Edward,,Pacific Beach,32.802494,-117.25676,Entire home/apt,176,31,161,2023-03-14,1.20,1,339,16,"STR-06192L, 647063"
396390,Guesthouse in San Diego · ★4.79 · 1 bedroom · 1 bed · 1 bath,1980775,Shirley,,Midtown,32.74359,-117.17584,Entire home/apt,89,3,230,2023-05-30,1.72,1,330,38,"STR-07586L, 631074"
401431,Home in San Diego · ★4.90 · 1 bedroom · 1 bed · 1 bath,2003694,Edwin,,Ocean Beach,32.75103,-117.24745,Entire home/apt,149,2,75,2023-06-10,0.55,3,284,4,"STR-05916L, 617744"
426121,Rental unit in San Diego · ★4.83 · 1 bedroom · 1 bed · 1 bath,2118023,Tricia,,Midtown,32.74271,-117.1773,Entire home/apt,115,31,151,2023-04-30,1.11,1,26,21,
438786,Home in San Diego · ★4.81 · Studio · 2 beds · 1 bath,2165667,Camila,,North Hills,32.74966,-117.14462,Entire home/apt,107,1,615,2023-06-22,5.64,2,313,59,"STR-07907L, 631470"
443994,Guesthouse in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,2205580,Al,,Clairemont Mesa,32.80279,-117.18976,Entire home/apt,126,21,180,2023-06-14,1.34,2,46,6,"STR-06905L, 602121"
466663,Home in San Diego · ★4.66 · 1 bedroom · 1 bed · Shared half-bath,2315442,Michael,,Park West,32.72699,-117.16578,Private room,81,1,768,2023-06-09,5.71,9,79,52,
467573,Condo in San Diego · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,2321070,Elise,,Midtown,32.74917,-117.15299,Private room,58,31,123,2020-09-30,0.93,1,137,0,
468475,Cottage in San Diego · ★4.55 · 1 bedroom · 1 bed · 1 private bath,2315442,Michael,,Park West,32.72857,-117.16604,Private room,80,1,702,2023-06-04,5.27,9,64,59,
470520,Home in San Diego · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,2315442,Michael,,Park West,32.72839,-117.16589,Private room,81,1,874,2023-06-06,6.52,9,64,55,
472433,Home in San Diego · ★4.93 · 5 bedrooms · 5 beds · 4 baths,2342941,John,,La Jolla,32.82787,-117.27975,Entire home/apt,1300,3,46,2023-03-18,0.35,1,182,7,"STR-03364L, 601182"
473679,Guesthouse in San Diego · ★4.79 · 1 bedroom · 1 bed · 1 bath,2325333,Julie,,Balboa Park,32.72065,-117.13006,Entire home/apt,82,2,392,2023-06-19,3.06,1,270,6,"STR-07951L, 648873"
483688,Home in San Diego · ★4.81 · 2 bedrooms · 3 beds · 2 baths,2385909,James,,Moreno Mission,32.766686193501634,-117.18966015101624,Entire home/apt,206,2,352,2023-06-18,2.64,5,41,51,"STR-04332L, 629717"
500915,Home in San Diego · ★4.82 · 3 bedrooms · 3 beds · 2 baths,2471170,Matthew,,South Park,32.7264,-117.12624,Entire home/apt,308,5,57,2023-04-04,0.43,1,145,8,"STR-07464L, 631614"
506774,Guesthouse in San Diego · ★4.73 · Studio · 1 bath,2498685,Joy,,Balboa Park,32.71941,-117.129,Entire home/apt,111,31,326,2023-03-04,2.43,1,238,1,
519849,Guesthouse in San Diego · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,2558457,Kristen,,Mission Bay,32.78917,-117.23352,Entire home/apt,218,4,155,2023-05-29,1.23,2,293,20,"STR-02590L, 616386"
528113,Rental unit in San Diego · ★4.86 · 1 bedroom · 1 bed · 1 bath,2594906,Wendy,,Midtown,32.73608,-117.16177,Entire home/apt,119,31,42,2023-05-12,0.32,1,98,5,
560227,Home in San Diego · 3 bedrooms · 3 beds · 3 baths,57109,William,,Mission Bay,32.7873,-117.25408,Entire home/apt,200,90,2,2012-11-24,0.02,1,46,0,"STR-05320L, 617284"
561997,Home in San Diego · ★4.96 · 2 bedrooms · 3 beds · 1 bath,2740315,Beverlee,,Bay Park,32.80576,-117.1955,Entire home/apt,249,3,188,2023-06-16,1.41,1,336,26,"STR-06738L, 630255"
571822,Home in San Diego · ★4.86 · 4 bedrooms · 5 beds · 3 baths,470998,Miriam,,La Jolla,32.81561,-117.26318,Entire home/apt,500,1,275,2023-06-19,2.25,1,312,41,"STR-01247L, 520254"
576112,Guesthouse in San Diego · ★4.87 · 1 bedroom · 1 bed · 1 bath,2833833,Ryder & Michelle,,Pacific Beach,32.80451,-117.25308,Entire home/apt,202,2,732,2023-06-12,5.51,5,52,66,"STR-00679L, 612523"
585426,Home in San Diego · ★4.62 · 4 bedrooms · 5 beds · 2 baths,2885527,Linda,,Normal Heights,32.76731,-117.125,Entire home/apt,272,4,160,2023-05-15,1.21,3,108,21,"STR-00882L, 610281"
585469,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 bath,2886419,Christine,,South Park,32.72963,-117.12269,Entire home/apt,130,1,620,2023-06-22,4.69,2,261,67,"STR-06778L, 618844"
587471,Home in San Diego · ★4.85 · 5 bedrooms · 7 beds · 4 baths,266381,Sean,,Ocean Beach,32.73408,-117.25157,Entire home/apt,700,3,76,2023-06-20,0.84,1,143,22,"STR-07172L, 608521"
589214,Treehouse in San Diego · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,2315442,Michael,,Park West,32.72781,-117.16383,Private room,90,1,1007,2023-06-05,7.68,9,62,81,
589254,Condo in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 private bath,1117966,John,,Midtown,32.74217,-117.16377,Private room,75,31,193,2021-06-27,1.78,2,236,0,
591575,Condo in San Diego · ★4.93 · 2 bedrooms · 2 beds · 2 baths,2919820,Karl,,La Jolla,32.82898,-117.27846,Entire home/apt,469,3,100,2023-06-18,1.16,2,38,15,"STR-04232L, 519701"
597609,Condo in San Diego · ★4.96 · 2 bedrooms · 2 beds · 2 baths,2919820,Karl,,La Jolla,32.82901,-117.27849,Entire home/apt,424,3,105,2023-06-18,1.24,2,44,10,"STR-04569L, 617922"
599607,Home in San Diego · ★5.0 · 1 bedroom · 1 bed · Half-bath,2954330,Kim,,Midtown,32.74259,-117.17566,Entire home/apt,132,31,18,2023-04-03,0.53,1,362,6,
602985,Home in San Diego · ★4.77 · 2 bedrooms · 2 beds · 1 bath,6627782,Sarah,,Ocean Beach,32.74566,-117.24986,Entire home/apt,197,3,246,2023-05-15,1.88,2,228,27,"STR-03608L, 600081"
610920,Home in La Jolla · ★4.93 · 3 bedrooms · 3 beds · 2 baths,3028993,Intrepid,,La Jolla,32.81244,-117.26835,Entire home/apt,918,3,15,2022-11-27,0.12,1,160,4,Exempt
611250,Home in San Diego · ★4.61 · 1 bedroom · 1 bed · Shared half-bath,2315442,Michael,,Park West,32.72784,-117.16398,Private room,74,1,594,2023-06-10,4.48,9,65,51,
616718,Home in San Diego · ★4.61 · 1 bedroom · 1 private bath,2315442,Michael,,Park West,32.72636,-117.16461,Private room,81,1,753,2023-06-06,5.68,9,67,54,
631271,Rental unit in San Diego · ★4.71 · 1 bedroom · 2 beds · 1 bath,1121416,Andre,,East Village,32.71553,-117.15377,Entire home/apt,101,31,110,2023-02-18,0.84,1,129,2,
637308,Home in La Jolla · ★5.0 · 6 bedrooms · 7 beds · 5.5 baths,3178591,David,,La Jolla,32.83984,-117.26885,Entire home/apt,1352,31,7,2022-07-07,0.05,1,270,1,"STR-07116L, 647547"
651542,Home in San Diego · ★4.88 · 2 bedrooms · 2 beds · 2 baths,3006274,Kathryn,,Midtown,32.74323,-117.17623,Entire home/apt,179,32,217,2023-05-01,1.77,2,176,14,
655822,Home in San Diego · ★4.77 · 3 bedrooms · 3 beds · 2 baths,2356843,Penelope,,Rancho Penasquitos,32.9524,-117.11426,Entire home/apt,300,5,13,2022-10-11,0.16,1,276,2,"STR-07024L, 610022"
657051,Rental unit in San Diego · ★4.84 · 1 bedroom · 2 beds · 1 bath,3310631,Sean,,South Park,32.72266,-117.12402,Entire home/apt,180,1,267,2023-06-19,2.05,3,264,41,"STR-02470L, 603743"
670830,Home in San Diego · ★4.62 · 10 bedrooms · 1 bed · 3 shared baths,2315442,Michael,,Park West,32.72632,-117.16597,Private room,74,1,635,2023-05-27,4.83,9,67,54,
691132,Bungalow in San Diego · ★4.50 · 5 bedrooms · 5 beds · 3 baths,129123,Michael,,Pacific Beach,32.80756,-117.25728,Entire home/apt,516,31,8,2021-12-30,0.07,5,198,0,"STR-05218L, 645110"
693579,Rental unit in San Diego · 1 bedroom · 1 bed · 1 bath,3547828,Blair,,Balboa Park,32.7159,-117.14481,Entire home/apt,99,31,1,2019-12-29,0.02,20,365,0,
707175,Rental unit in San Diego · 1 bedroom · 2 beds · 2 baths,3634860,Anne,,Marina,32.70958,-117.16148,Entire home/apt,191,31,1,2014-03-16,0.01,1,364,0,
723387,Cottage in San Diego · ★4.82 · 1 bedroom · 1 bed,3736562,Renee,,Pacific Beach,32.79429,-117.24269,Entire home/apt,149,1,136,2023-06-19,1.04,6,210,23,"STR-03708L, 630278"
741131,Treehouse in San Diego · ★4.70 · 1 bedroom · 1 bed · 1 bath,1291828,Tomio,,Linda Vista,32.79647,-117.17435,Entire home/apt,110,31,58,2022-06-20,0.47,7,364,0,
747354,Home in San Diego · ★4.89 · 4 bedrooms · 6 beds · 2 baths,3857763,Christine,,Old Town,32.75668,-117.17011,Entire home/apt,363,5,44,2023-04-15,0.34,2,7,1,"STR-04111L, 617581"
752725,Bungalow in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 bath,1028287,Richard,,North Hills,32.745318351522904,-117.13882022651346,Entire home/apt,167,4,104,2023-06-14,0.94,3,38,28,"STR-04354L, 603522"
756982,Home in La Jolla · ★4.72 · 2 bedrooms · 2 beds · 1 bath,3985912,Andrew,,La Jolla,32.84279,-117.27129,Entire home/apt,251,1,328,2023-06-20,2.65,1,0,16,"STR-07791L, 631095"
762405,Earthen home in San Diego · 3 bedrooms · 3 beds · 2 baths,2558457,Kristen,,Mission Bay,32.78944,-117.23501,Entire home/apt,550,7,2,2013-07-22,0.02,2,3,0,"STR-02590L, 616386"
768093,Home in San Diego · ★4.82 · 3 bedrooms · 4 beds · 2 baths,302986,Isabel,,Pacific Beach,32.80769,-117.24242,Entire home/apt,249,4,40,2022-11-25,0.33,3,148,2,"STR-00821L, 520121"
778962,Home in San Diego · ★4.86 · 1 bedroom · 1 bed · 1 bath,1502676,Aaron,,North Hills,32.7505,-117.14171,Entire home/apt,232,1,311,2023-02-24,2.44,5,12,11,"STR-02933L, 613581"
789549,Loft in San Diego · ★4.95 · 2 bedrooms · 2 beds · 2 baths,4160438,Evan,,East Village,32.70918,-117.15443,Entire home/apt,179,26,20,2022-08-31,0.16,1,104,1,"STR-02948L, 644203"
797668,Home in San Diego · ★4.86 · 2 bedrooms · 5 beds · 1 bath,4200720,Mark,,Mission Bay,32.75994,-117.2489,Entire home/apt,335,2,382,2023-06-13,3.04,1,222,48,"STR-03627L, 518725"
806120,Rental unit in San Diego · ★4.80 · 1 bedroom · 2 beds · 1 bath,3310631,Sean,,Cortez Hill,32.720768899598305,-117.16204252112522,Entire home/apt,140,31,66,2023-06-01,0.59,3,61,17,
810931,Rental unit in San Diego · 1 bedroom · 1 bed · 1 shared bath,3547828,Blair,,East Village,32.71724,-117.15306,Private room,48,31,2,2019-06-30,0.04,20,352,0,
816942,Condo in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,3969352,Aaron & Jenny,,Grantville,32.78608,-117.10822,Entire home/apt,160,31,122,2023-05-31,0.96,1,203,8,"STR-07021L, 648140"
821576,Bungalow in San Diego · ★4.72 · 2 bedrooms · 2 beds · 1 bath,129123,Michael,,Pacific Beach,32.80691,-117.25604,Entire home/apt,258,3,53,2023-06-04,0.41,5,144,11,"STR-07699L, 648825"
821991,Guesthouse in San Diego · ★4.94 · 1 bedroom · 1 bed · 1 bath,4316337,Brook & Justin,,North Hills,32.74474,-117.13012,Entire home/apt,141,2,491,2023-06-18,4.04,1,288,57,"STR-06953L, 631718"
868988,Rental unit in San Diego · ★4.38 · 2 bedrooms · 2 beds · 2 baths,3066335,Will,,Mission Bay,32.76817,-117.24933,Entire home/apt,350,31,37,2022-07-05,0.43,1,176,1,
873742,Guest suite in San Diego · ★4.88 · 1 bedroom · 2 beds · 1 bath,4371822,Heather & Mike,,South Park,32.72521,-117.1274,Entire home/apt,119,3,543,2023-06-11,4.30,1,216,29,"STR-01448L, 622544"
885550,Condo in San Diego · ★4.87 · 2 bedrooms · 3 beds · 1 bath,2806365,Catherine,,Grantville,32.78346,-117.10798,Entire home/apt,145,31,31,2023-05-03,0.25,1,246,3,
887573,Rental unit in San Diego · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,4706066,Dragos,,Mission Bay,32.79113,-117.23302,Private room,82,3,87,2023-06-05,0.69,1,316,12,
888310,Condo in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,3142348,Don,,Park West,32.72904,-117.16486,Entire home/apt,89,31,17,2022-12-16,0.28,4,75,1,
906070,Rental unit in San Diego · ★4.84 · 1 bedroom · 1 bed · 1 bath,4849153,Raj,,Carmel Valley,32.94909,-117.23244,Entire home/apt,78,31,27,2023-04-01,0.21,1,140,5,
908300,Home in San Diego · ★4.58 · 1 bedroom · 2 beds · 1 bath,3102978,John,,Grant Hill,32.70683,-117.14059,Entire home/apt,109,2,322,2023-06-09,2.55,2,241,58,"STR-07316L, 613181"
918743,Home in San Diego · ★4.80 · 1 bedroom · 1 bed · 1 private bath,4934787,Kr,,College Area,32.76313,-117.0798,Private room,60,31,112,2023-03-31,0.89,1,231,3,
925146,Guesthouse in San Diego · ★4.71 · 2 bedrooms · 2 beds · 1 bath,2409798,Terry,,La Jolla,32.82857,-117.27858,Entire home/apt,274,1,353,2023-06-15,2.96,3,165,57,"STR-02997L, 631380"
925170,Guesthouse in San Diego · ★4.77 · 1 bedroom · 1 bed · 1 bath,2409798,Terry,,La Jolla,32.82714,-117.27705,Entire home/apt,147,1,530,2023-06-01,4.36,3,132,84,"STR-02997L, 631377"
960642,Rental unit in San Diego · ★4.60 · 2 bedrooms · 2 beds · 2.5 baths,1457673,Kit,,East Village,32.70962,-117.15445,Entire home/apt,148,31,5,2023-02-28,0.05,14,57,1,
962857,Condo in San Diego · ★4.48 · 1 bedroom · 2 beds · 1 bath,562621,Pipi,,Gaslamp Quarter,32.70775,-117.16069,Entire home/apt,150,31,23,2022-08-22,0.18,1,364,1,
964412,Rental unit in San Diego · ★4.80 · 1 bedroom · 3 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79923,-117.25734,Entire home/apt,468,3,15,2023-05-29,0.12,20,304,3,"STR-04491L, 51716"
973850,Home in San Diego · ★4.84 · 2 bedrooms · 3 beds · 2 baths,5325745,Roland,,La Jolla,32.83126,-117.27444,Entire home/apt,432,3,44,2021-03-14,0.41,2,79,0,"STR-07019L, 606986"
977917,Rental unit in San Diego · ★4.76 · 2 bedrooms · 3 beds · 1 bath,8184593,Marc,,Pacific Beach,32.8009,-117.25708,Entire home/apt,468,3,29,2023-05-02,0.24,20,346,6,"STR-03481L, 600101"
977935,Rental unit in San Diego · ★5.0 · 1 bedroom · 4 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79963,-117.25728,Entire home/apt,468,3,9,2022-10-17,0.07,20,267,5,"STR-03270L, 600102"
977954,Condo in San Diego · ★4.65 · 1 bedroom · 3 beds · 1 bath,8184593,Marc,,Pacific Beach,32.80122,-117.25934,Entire home/apt,468,3,17,2022-11-26,0.30,20,320,3,"STR-05171L, 51235"
977963,Rental unit in San Diego · ★4.91 · 2 bedrooms · 2 beds · 1 bath,8184593,Marc,,Pacific Beach,32.80108,-117.2589,Entire home/apt,468,3,11,2022-12-30,0.09,20,191,4,"STR-01677L, 51703"
977985,Rental unit in San Diego · ★4.91 · 1 bedroom · 2 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79835,-117.25596,Entire home/apt,468,3,44,2023-04-24,0.63,20,352,9,"STR-04358L, 600121"
978168,Rental unit in San Diego · ★4.85 · 2 bedrooms · 2 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79644,-117.25628,Entire home/apt,468,3,13,2022-11-04,0.19,20,343,2,"STR-03332L, 51706"
978187,Rental unit in San Diego · ★4.90 · 1 bedroom · 3 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79619,-117.25586,Entire home/apt,468,3,31,2023-04-11,0.54,20,350,8,"STR-03782L, 51708"
978199,Rental unit in San Diego · ★4.96 · 2 bedrooms · 2 beds · 1 bath,8184593,Marc,,Pacific Beach,32.79824,-117.25601,Entire home/apt,468,3,24,2022-11-26,0.39,20,299,4,"STR-01824L, 51791"
978275,Rental unit in San Diego · ★4.88 · 2 bedrooms · 4 beds · 2 baths,8184593,Marc,,Pacific Beach,32.79943,-117.25704,Entire home/apt,679,3,33,2023-05-22,0.48,20,318,6,"STR-06238L, 51796"
978319,Rental unit in San Diego · ★4.88 · 2 bedrooms · 3 beds · 2 baths,8184593,Marc,,Pacific Beach,32.80078,-117.25895,Entire home/apt,679,3,8,2022-07-30,0.12,20,273,1,"STR-01702L, 600105"
978349,Rental unit in San Diego · ★5.0 · 2 bedrooms · 3 beds · 2 baths,8184593,Marc,,Pacific Beach,32.80114,-117.25841,Entire home/apt,679,3,7,2021-10-11,0.12,20,337,0,"STR-02375L, 600107"
978368,Rental unit in San Diego · ★4.85 · 2 bedrooms · 4 beds · 2 baths,8184593,Marc,,Pacific Beach,32.80111,-117.25744,Entire home/apt,679,3,20,2022-05-22,0.16,20,318,0,"STR-04355L, 600141"
980232,Rental unit in San Diego · ★5.0 · 2 bedrooms · 3 beds · 2 baths,8184593,Marc,,Pacific Beach,32.8009,-117.25871,Entire home/apt,679,3,10,2022-09-19,0.14,20,282,1,"STR-02378L, 51802"
980406,Rental unit in San Diego · ★4.60 · 2 bedrooms · 4 beds · 2 baths,8184593,Marc,,Pacific Beach,32.79901,-117.25725,Entire home/apt,718,3,15,2022-10-04,0.12,20,306,2,"STR-06238L, 51796"
992004,Rental unit in San Diego · ★4.53 · 1 bedroom · 2 beds · 1 bath,22476,99 Steps,,Mission Bay,32.78514,-117.25292,Entire home/apt,275,31,75,2020-08-17,0.60,4,100,0,
992009,Rental unit in San Diego · ★4.66 · 1 bedroom · 2 beds · 1 bath,22476,99 Steps,,Mission Bay,32.786821349231886,-117.25250096363142,Entire home/apt,275,31,69,2019-08-25,0.57,4,101,0,"STR-05921L, 605921"
998231,Home in San Diego · ★4.81 · 2 bedrooms · 2 beds · 3 baths,2527764,Kathy,,Linda Vista,32.7813,-117.18205,Entire home/apt,300,31,96,2021-06-20,0.78,1,255,0,
1001069,Condo in San Diego · ★4.83 · 1 bedroom · 1 bed · 1 bath,5424014,Michael,,Little Italy,32.72142,-117.16605,Entire home/apt,150,31,22,2023-03-31,0.18,1,132,1,
1003174,Home in San Diego · ★4.91 · 1 bedroom · 1 bed · 1 bath,5062900,Susanna,,Balboa Park,32.72829,-117.13077,Private room,70,31,34,2022-11-27,0.29,1,190,16,
1034805,Home in San Diego · ★4.44 · 4 bedrooms · 5 beds · 2.5 baths,5695845,Stephanie,,Pacific Beach,32.80629,-117.24603,Entire home/apt,349,6,16,2022-07-08,0.13,1,258,1,"STR-06651L, 629865"
