id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2228529,Rental unit in San Diego · ★4.35 · 1 bedroom · 2 beds · 1 bath,1028043,Jesse,,Balboa Park,32.71778,-117.14451,Entire home/apt,176,1,125,2023-06-04,1.11,54,175,9,"STR-05096L, 633742"
2234293,Home in San Diego · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,7653310,John,,Mira Mesa,32.90451,-117.13848,Private room,50,31,171,2020-10-05,1.50,16,311,0,
2242507,Bungalow in San Diego · ★4.78 · 1 bedroom · 2 beds · 1 private bath,11453661,Marianne,,Normal Heights,32.75762,-117.11232,Private room,75,2,118,2022-07-03,1.04,1,267,1,"STR-07716L, 614261"
2262132,Rental unit in San Diego · 4 bedrooms · 6 beds · 3 baths,9624153,Dixie,,Mission Bay,32.76011,-117.2496,Entire home/apt,999,30,1,2022-07-09,0.09,30,0,1,"STR-00825L, 519068"
2303470,Guesthouse in San Diego · ★4.99 · 1 bedroom · 1 bed · 1 bath,10704914,Erin,,Talmadge,32.765217,-117.093178,Entire home/apt,168,4,323,2023-06-14,2.87,2,293,47,"STR-01628L, 613041"
2320541,Home in San Diego · ★4.75 · 1 bedroom · 2 beds · 1 private bath,2224579,Adazm,,Serra Mesa,32.79896,-117.13364,Private room,76,31,40,2023-04-18,0.77,2,214,7,
2345741,Home in San Diego · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,11980312,Jake,,Roseville,32.72607,-117.23269,Entire home/apt,472,31,32,2022-07-24,0.28,1,301,1,
2360713,Rental unit in San Diego · ★4.95 · 2 bedrooms · 2 beds · 2 baths,12032885,Anuk,,University City,32.87453,-117.21928,Entire home/apt,250,31,95,2023-06-18,0.84,1,308,2,
2362084,Home in San Diego · ★4.88 · 3 bedrooms · 6 beds · 3 baths,9601435,Ciara,,Mission Bay,32.78945,-117.2531,Entire home/apt,367,5,25,2023-04-10,0.22,2,296,8,"STR-01822L, 518775"
2368033,Home in San Diego · ★4.86 · 2 bedrooms · 3 beds · 2 baths,12098633,Andrea,,Clairemont Mesa,32.82905,-117.19261,Entire home/apt,120,120,15,2018-10-20,0.14,2,350,0,
2385601,Rental unit in San Diego · ★4.86 · 3 bedrooms · 3 beds · 3 baths,9624153,Dixie,,Mission Bay,32.7771,-117.25179,Entire home/apt,588,3,21,2022-08-06,0.34,30,285,1,"STR-03477L, 518762"
2395974,Rental unit in San Diego · ★5.0 · 2 bedrooms · 4 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78168,-117.25132,Entire home/apt,505,3,3,2022-08-29,0.10,30,157,1,"STR-04575L, 519040"
2396129,Rental unit in San Diego · ★4.80 · 4 bedrooms · 8 beds · 2.5 baths,9624153,Dixie,,Mission Bay,32.78156,-117.25123,Entire home/apt,655,3,5,2022-11-15,0.07,30,164,1,"STR-04159L, 519546"
2396438,Condo in San Diego · ★5.0 · 3 bedrooms · 4 beds · 3 baths,9624153,Dixie,,Mission Bay,32.78201,-117.25134,Entire home/apt,586,3,7,2022-08-16,0.11,30,244,1,"STR-04297L, 519305"
2396477,Home in San Diego · 2 bedrooms · 3 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78139,-117.25212,Entire home/apt,470,3,0,,,30,243,0,"STR-00177L, 051729"
2396517,Rental unit in San Diego · ★4.80 · 2 bedrooms · 3 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78258,-117.25134,Entire home/apt,473,3,5,2022-09-12,0.04,30,253,1,"STR-02213L, 520172"
2396568,Rental unit in San Diego · ★4.50 · 2 bedrooms · 5 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78391,-117.25155,Entire home/apt,650,3,16,2022-05-30,0.14,30,257,0,"STR-03032L, 051416"
2418835,Rental unit in San Diego · ★5.0 · 2 bedrooms · 5 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78391,-117.25155,Entire home/apt,553,3,9,2022-07-30,0.13,30,129,1,"STR-03015L, 519231"
2425702,Rental unit in San Diego · ★4.65 · 1 bedroom · 2 beds · 1 bath,3134951,Eric,,Balboa Park,32.71705,-117.14244,Entire home/apt,112,1,500,2023-05-15,4.51,2,344,35,"STR-01548L, 644188"
2437027,Bungalow in San Diego · ★4.47 · 2 bedrooms · 2 beds · 1 bath,129123,Michael,,Pacific Beach,32.80893,-117.25787,Entire home/apt,262,31,50,2023-04-08,0.44,5,169,2,
2463167,Condo in San Diego · ★4.95 · 2 bedrooms · 2 beds · 1 bath,12595991,Isaiah,,North Hills,32.75301,-117.14232,Entire home/apt,190,31,211,2023-05-01,1.93,1,57,5,
2464739,Cottage in Ocean Beach · ★4.71 · 1 bedroom · 2 beds · 1 bath,12603636,Melissa,,Ocean Beach,32.75057,-117.25004,Entire home/apt,228,3,177,2022-12-29,1.57,1,67,12,"STR-02783L, 625981"
2477615,Home in San Diego · ★4.96 · 4 bedrooms · 6 beds · 3 baths,8735628,Cindy,,Mission Bay,32.78664,-117.239845,Entire home/apt,1272,3,102,2023-06-10,1.07,31,160,6,"STR-03737L, 604783"
2479263,Condo in San Diego · ★4.85 · 1 bedroom · 1 bed · 2 baths,2771173,Sam,,Little Italy,32.72281,-117.1677,Entire home/apt,220,31,95,2023-03-05,0.87,1,15,4,
2483060,Hostel in San Diego · ★4.74 · 1 bedroom · 6 beds · 2 shared baths,3324885,International Travelers House,,Little Italy,32.72389,-117.16594,Shared room,56,1,208,2023-06-18,1.88,7,364,41,Exempt
2493673,Home in San Diego · ★4.94 · 6 bedrooms · 6 beds · 3.5 baths,8735628,Cindy,,Mission Bay,32.77443,-117.25056,Entire home/apt,2475,3,106,2023-05-14,1.00,31,285,22,"STR-04000L, 603261"
2493692,Rental unit in San Diego · ★4.67 · 2 bedrooms · 5 beds · 2.5 baths,9624153,Dixie,,Mission Bay,32.78412,-117.25174,Entire home/apt,485,3,9,2022-12-27,0.12,30,209,1,"STR-03014L, 519042"
2494569,Townhouse in San Diego · ★4.66 · 2 bedrooms · 3 beds · 1 bath,8735628,Cindy,,Mission Bay,32.77305,-117.2504,Entire home/apt,411,3,29,2023-06-01,0.27,31,306,7,"STR-03769L, 604781"
2495375,Townhouse in San Diego · ★4.88 · 3 bedrooms · 5 beds · 2 baths,8735628,Cindy,,Mission Bay,32.7748,-117.2525,Entire home/apt,583,3,24,2022-10-17,0.25,31,320,6,"STR-03852L, 51629"
2495693,Townhouse in San Diego · ★4.77 · 3 bedrooms · 5 beds · 3 baths,8735628,Cindy,,Mission Bay,32.7748,-117.2524,Entire home/apt,718,3,31,2023-06-08,0.29,31,319,6,"STR-03861L, 51572"
2508568,Condo in San Diego · ★4.77 · 2 bedrooms · 4 beds · 2 baths,8883029,Dj,,Mission Bay,32.763119,-117.250954,Entire home/apt,278,3,400,2023-06-21,3.57,1,105,53,"STR-03391L, 51303"
2528690,Home in San Diego · ★4.90 · 3 bedrooms · 3 beds · 2 baths,12949014,Todd,,Talmadge,32.76339,-117.09284,Entire home/apt,369,4,62,2022-11-26,0.58,3,130,5,"STR-01551L, 608701"
2540298,Cabin in San Diego · ★4.80 · 1 bedroom · 1 bed · 1 bath,13008497,Mireille,,North Hills,32.73772,-117.13299,Entire home/apt,85,32,395,2023-05-31,3.50,1,0,4,
2546692,Rental unit in San Diego · ★4.78 · Studio · 1 bed · 1 bath,9192036,Gail & Beth,,North Hills,32.73884,-117.1271,Entire home/apt,135,31,42,2023-03-25,0.38,7,267,2,"STR-04106L, 605601"
2551607,Home in San Diego · ★4.87 · 3 bedrooms · 4 beds · 2 baths,10546982,Miriam,,Pacific Beach,32.79674,-117.23085,Entire home/apt,581,3,179,2023-01-02,1.60,1,238,9,STR-00251L
2557750,Condo in San Diego · 1 bedroom · 1 bed · 1 bath,13094958,Noel,,Gaslamp Quarter,32.70904,-117.16071,Entire home/apt,135,31,2,2016-10-29,0.02,2,0,0,
2575335,Home in La Jolla · ★4.97 · 1 bedroom · 1 bed · 1 private bath,11131047,Brita,,La Jolla,32.83004,-117.26658,Private room,180,3,137,2023-05-29,1.26,2,211,13,
2582718,Rental unit in San Diego · ★4.31 · Studio · 1 bed · 1 bath,874515,Luke,,Mission Bay,32.7676,-117.25137,Entire home/apt,276,3,37,2023-05-30,0.34,28,359,6,"STR-06985L, 51530"
2593335,Home in La Jolla · ★4.95 · 1 bedroom · 1 bed · 1 private bath,11131047,Brita,,La Jolla,32.82803,-117.26566,Private room,160,3,136,2023-05-29,1.25,2,209,9,
2598921,Condo in San Diego · ★4.84 · Studio · 2 beds · 1 bath,13308439,Denny,,East Village,32.70948,-117.15443,Entire home/apt,115,31,25,2023-01-04,0.22,1,324,2,
2606578,Guesthouse in San Diego · ★4.94 · 2 bedrooms · 1 bed · 1 bath,3984907,John & Christina,,North Hills,32.74547,-117.13853,Entire home/apt,81,31,414,2022-02-28,3.75,1,0,0,
2607752,Guest suite in San Diego · ★4.95 · 1 bedroom · 1 bed · 1 bath,1230464,Chuck And Yvonne,,Old Town,32.75295,-117.17132,Entire home/apt,178,3,301,2023-05-15,2.77,1,0,17,"STR-07737L, 631476"
2620322,Guesthouse in San Diego · ★4.89 · Studio · 1 bed · 1 bath,868307,Laura & Rob,,Mission Bay,32.76181,-117.24737,Entire home/apt,229,2,582,2023-06-04,5.18,1,263,83,"STR-00575L, 611941"
2633036,Guest suite in San Diego · ★5.0 · 1 bedroom · 2 beds · 1 bath,13373801,Seif,,El Cerritos,32.7585,-117.06831,Entire home/apt,97,32,62,2023-05-31,0.75,1,67,5,
2636301,Home in San Diego · ★4.82 · 3 bedrooms · 3 beds · 2 baths,12949014,Todd,,West University Heights,32.75524,-117.15737,Entire home/apt,314,3,97,2023-06-05,0.94,3,157,4,"STR-03152L, 608702"
2664145,Condo in San Diego · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,13635886,Nina,,Mission Bay,32.77631,-117.25298,Entire home/apt,908,4,46,2023-05-28,0.46,2,132,11,"STR-03738L, 519530"
2679898,Rental unit in San Diego · 3 bedrooms · 3 beds · 3 baths,9624153,Dixie,,Mission Bay,32.78574,-117.25231,Entire home/apt,650,3,0,,,30,148,0,"STR-01826L, 051760"
2686765,Condo in San Diego · ★4.94 · 1 bedroom · 1 bed · 1 private bath,634995,Brendan,,El Cerritos,32.75793691005688,-117.07045190932325,Private room,64,3,110,2023-05-19,1.01,1,100,19,
2693032,Condo in San Diego · 3 bedrooms · 3 beds · 2 baths,9624153,Dixie,,Mission Bay,32.78574,-117.25231,Entire home/apt,600,3,0,,,30,229,0,"STR-01932L, 520198"
2694364,Home in San Diego · ★4.81 · 2 bedrooms · 2 beds · 1 bath,13789829,Ron & Ryder,,Pacific Beach,32.80392,-117.25783,Entire home/apt,257,2,444,2023-06-03,3.97,1,101,55,"STR-00693A, 612722"
2695376,Cottage in San Diego · ★4.86 · 1 bedroom · 2 beds · 1 bath,13795770,Peter,,Ocean Beach,32.7447,-117.24796,Entire home/apt,128,3,419,2023-06-01,3.74,1,75,47,"STR-00089L, 610821"
2695464,Rental unit in San Diego · Studio · 2 beds · 1 bath,13094958,Noel,,Gaslamp Quarter,32.70942,-117.16031,Entire home/apt,99,31,2,2018-10-02,0.02,2,0,0,
2695883,Rental unit in San Diego · 3 bedrooms · 4 beds · 3 baths,9624153,Dixie,,Mission Bay,32.78574,-117.25231,Entire home/apt,540,3,0,,,30,38,0,"STR-02218L, 603402"
2695962,Home in San Diego · 3 bedrooms · 6 beds · 3.5 baths,9624153,Dixie,,Mission Bay,32.78573,-117.2526,Entire home/apt,585,7,1,2021-08-07,0.04,30,26,0,"STR-01934L, 051601"
2703885,Home in San Diego · 3 bedrooms · 3 beds · 2 baths,9624153,Dixie,,Mission Bay,32.79063,-117.24229,Entire home/apt,707,3,0,,,30,331,0,"STR-04053L, 519120"
2730356,Rental unit in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 bath,6057643,Nélida,,Serra Mesa,32.79449,-117.12947,Entire home/apt,103,3,478,2023-06-19,4.34,1,116,37,"STR-01556L, 619344"
2747722,Rental unit in San Diego · ★4.76 · Studio · 1 bed · 1 bath,8959661,Molly,,Mission Bay,32.78291,-117.25227,Entire home/apt,179,4,413,2023-06-10,3.70,13,157,48,"STR-04154L, 607581"
2763850,Condo in San Diego · ★4.83 · 1 bedroom · 1 bed · 1 bath,1631264,Nita,,Loma Portal,32.75284,-117.22798,Entire home/apt,125,31,13,2022-01-31,0.12,1,313,0,
2771788,Rental unit in San Diego · ★4.80 · 1 bedroom · 1 bed · 1 bath,2742651,Ed,,North Hills,32.75693,-117.12949,Entire home/apt,190,3,197,2023-06-05,1.78,1,313,8,"STR-07006L, 648322"
2801479,Townhouse in San Diego · ★4.94 · 2 bedrooms · 3 beds · 2.5 baths,9815838,Susan,,Rancho Bernadino,33.0215,-117.06887,Entire home/apt,181,30,255,2023-06-09,2.32,1,307,33,"STR-08168L, 631102"
2811554,Rental unit in San Diego · ★4.77 · 1 bedroom · 1 bed · 1 bath,22476,99 Steps,,Mission Bay,32.785456203363665,-117.2533230868603,Entire home/apt,275,31,150,2020-01-23,1.38,4,214,0,
2812322,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 private bath,3434582,June,,North Hills,32.74581,-117.12612,Private room,85,5,35,2023-06-06,0.32,3,35,9,
2842251,Guesthouse in San Diego · ★4.98 · 1 bedroom · 1 bed · 1 bath,4934553,Gwynn,,Talmadge,32.76207,-117.09376,Entire home/apt,201,3,170,2023-05-29,1.83,1,122,2,"STR-07977L, 616541"
2847699,Guesthouse in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,14563963,Vito,,Old Town,32.751,-117.17552,Entire home/apt,166,5,91,2023-06-20,0.83,2,74,11,"STR-06229L, 647185"
2872652,Bungalow in San Diego · ★4.68 · 2 bedrooms · 2 beds · 1 bath,1501859,Belinda,,Midtown,32.74264,-117.17747,Entire home/apt,150,40,191,2022-10-26,1.97,1,73,9,
2877472,Condo in San Diego · ★4.86 · 2 bedrooms · 3 beds · 1 bath,14601919,Connie,,Mission Bay,32.78432,-117.25132,Entire home/apt,307,3,36,2023-06-18,0.33,2,113,10,"STR-00337L, 607522"
2886898,Home in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 private bath,2077191,Jo Ann,,Grant Hill,32.70822,-117.14661,Private room,102,2,332,2023-05-24,2.99,1,288,32,
2908382,Guesthouse in San Diego · ★4.90 · 1 bedroom · 1 bed · 1 bath,14858279,Marcus,,Midtown,32.74824,-117.16465,Entire home/apt,132,2,304,2023-06-18,2.74,1,98,36,"STR-01674L, 630721"
2910056,Condo in San Diego · ★4.64 · 2 bedrooms · 2 beds · 1 bath,14867652,Andreas,,Ocean Beach,32.74353,-117.2497,Entire home/apt,375,31,29,2023-04-08,0.27,1,196,3,
2929077,Loft in San Diego · ★5.0 · 2 bedrooms · 3 beds · 1 bath,7614081,Jeremy,,East Village,32.71014,-117.15819,Entire home/apt,179,45,18,2022-04-14,0.20,2,116,0,
2934995,Townhouse in San Diego · ★4.78 · 3 bedrooms · 3 beds · 2 baths,8735628,Cindy,,Mission Bay,32.77305,-117.2504,Entire home/apt,662,3,27,2022-08-28,0.28,31,313,3,"STR-03745L, 612381"
2934998,Condo in San Diego · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,7559349,Sara,,Clairemont Mesa,32.82321,-117.17928,Entire home/apt,250,19,41,2022-12-05,0.38,4,65,3,"STR-02467L, 643750"
2951220,Condo in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,14523291,Mia,,Loma Portal,32.7496034284969,-117.2189579606287,Private room,94,31,233,2022-09-25,2.12,2,180,7,
2956102,Home in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4088030,Jordan,,Ocean Beach,32.75211,-117.24799,Private room,278,3,12,2022-08-14,0.14,3,364,1,
2956374,Rental unit in San Diego · ★5.0 · 2 bedrooms · 2 beds · 1 bath,2394818,Vince,,North Hills,32.74969,-117.12928,Entire home/apt,147,32,26,2023-06-08,0.27,1,213,4,
2959224,Home in San Diego · ★4.79 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.93119,-117.13926,Private room,50,31,268,2023-04-02,2.42,16,315,2,
2989832,Home in San Diego · ★4.84 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.93272,-117.14097,Private room,50,31,234,2023-05-12,2.12,16,308,3,
2996178,Home in San Diego · ★4.80 · 2 bedrooms · 4 beds · 1.5 baths,14645243,RentalWithAView,,Midtown,32.73365,-117.1722,Entire home/apt,395,1,171,2023-06-22,1.79,13,302,23,"STR-05552L, 637205"
3006192,Condo in San Diego · ★4.71 · 2 bedrooms · 3 beds · 2 baths,15320224,Kathryn,,Mission Bay,32.7773,-117.2526,Entire home/apt,318,2,20,2022-08-26,0.19,1,23,5,"STR-00811L, 518790"
3006289,Rental unit in San Diego · ★4.67 · 2 bedrooms · 3 beds · 1 bath,15320680,Lisa,,La Jolla,32.83900451660156,-117.27586364746094,Entire home/apt,336,4,18,2023-04-10,0.16,7,305,5,"STR-05672L, 623108"
3016720,Rental unit in San Diego · ★4.33 · 2 bedrooms · 3 beds · 1 bath,15320680,Lisa,,La Jolla,32.83900451660156,-117.27586364746094,Entire home/apt,350,4,16,2022-08-18,0.15,7,299,1,"STR-05682L, 623107"
3028994,Home in San Diego · ★4.85 · 1 bedroom · 1 bed · 1 private bath,14329567,Russell,,Midtown,32.74121,-117.15979,Private room,66,1,233,2023-06-17,2.14,1,0,45,
3039560,Rental unit in San Diego · ★4.65 · 2 bedrooms · 2 beds · 1 bath,6238809,Stephanie,,North Hills,32.75012,-117.13219,Entire home/apt,100,31,51,2023-03-08,0.47,2,40,4,"STR-05322L, 613922"
3049232,Home in San Diego · 4 bedrooms · 4 beds · 3.5 baths,15523684,Tony,,La Jolla,32.81923,-117.27313,Entire home/apt,1149,7,0,,,1,365,0,"STR-05838L, 646450"
3053045,Rental unit in San Diego · ★4.83 · 2 bedrooms · 3 beds · 2 baths,15320680,Lisa,,La Jolla,32.83409881591797,-117.27647399902344,Entire home/apt,440,4,18,2023-01-31,0.16,7,232,9,"STR-00954L, 623105"
3060283,Home in Del Mar · ★4.58 · 2 bedrooms · 2 beds · 1 bath,1700615,Kim,,Del Mar Heights,32.93634,-117.24355,Entire home/apt,170,31,43,2017-08-17,0.40,1,0,0,
3068306,Home in San Diego · ★4.69 · Studio · 2 beds · 1 bath,15614844,Bob,,Old Town,32.74905,-117.19281,Entire home/apt,272,2,91,2023-05-28,0.83,1,338,8,"STR-06374L, 629725"
3080062,Guesthouse in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 bath,15152203,Mark And Chad,,North Hills,32.74348,-117.13309,Entire home/apt,118,2,436,2023-06-08,3.98,1,18,62,"STR-05264L, 631668"
3091769,Home in San Diego · ★5.0 · 3 bedrooms · 2 beds · 3 baths,32278532,Julie,,North Hills,32.73545,-117.12164,Entire home/apt,603,3,9,2023-06-19,0.92,1,118,9,"STR-07102L, 648459"
3091801,Rental unit in San Diego · ★4.52 · 1 bedroom · 1 bed · 1 bath,11315693,Miles,,Loma Portal,32.75129,-117.2294,Entire home/apt,103,31,132,2023-05-19,1.22,9,334,17,
3092314,Bungalow in San Diego · ★4.79 · 2 bedrooms · 2 beds · 2 baths,129123,Michael,,Pacific Beach,32.8083,-117.25785,Entire home/apt,286,5,64,2022-07-30,0.58,5,202,2,"STR-05218L, 645110"
3093987,Home in San Diego · ★4.81 · 2 bedrooms · 3 beds · 1.5 baths,14645243,RentalWithAView,,Grant Hill,32.71022,-117.14506,Entire home/apt,239,1,189,2023-06-19,1.78,13,277,34,"STR-04474L, 611481"
3095040,Rental unit in San Diego · ★4.96 · Studio · 2 beds · 1 bath,9912896,Brian,,Loma Portal,32.73785,-117.23972,Entire home/apt,141,3,335,2023-06-19,3.03,1,216,38,"STR-05247L, 631060"
3096156,Rental unit in San Diego · ★4.90 · 2 bedrooms · 3 beds · 1 bath,5002314,Jeff,,West University Heights,32.75466,-117.14939,Entire home/apt,225,2,310,2023-06-14,2.89,38,329,39,"STR-03664L, 6086222"
3096262,Rental unit in San Diego · ★4.90 · 1 bedroom · 2 beds · 1 bath,5002314,Jeff,,West University Heights,32.75525,-117.15076,Entire home/apt,131,2,380,2023-06-13,3.56,38,327,36,"STR-03665L, 630343"
3096277,Rental unit in San Diego · ★4.84 · Studio · 2 beds · 1 bath,5002314,Jeff,,West University Heights,32.7552,-117.15151,Entire home/apt,118,2,313,2023-05-14,2.92,38,318,28,"STR-03666L, 630361"
3133590,Cottage in San Diego · ★4.84 · 2 bedrooms · 3 beds · 1 bath,8959661,Molly,,Mission Bay,32.78291,-117.25227,Entire home/apt,243,4,289,2023-06-05,2.63,13,224,34,"STR-02076L, 607581"
3138510,Home in San Diego · ★4.81 · 1 bedroom · 1 bed · 1 private bath,7653310,John,,Mira Mesa,32.93064,-117.13951,Private room,60,31,134,2023-04-29,1.22,16,287,3,
3143981,Guest suite in San Diego · ★4.98 · 1 bedroom · 3 beds · 1 bath,15961948,Omar,,Valencia Park,32.7081103,-117.0706049,Entire home/apt,129,1,57,2023-06-18,4.71,1,21,57,"STR-06814L, 648004"
3153596,Home in San Diego · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,16004699,Robin,,Rancho Penasquitos,32.94812,-117.13955,Private room,60,3,134,2023-06-01,1.70,3,267,48,
3175848,Home in San Diego · ★4.82 · 3 bedrooms · 4 beds · 1.5 baths,9624153,Dixie,,Mission Bay,32.7882,-117.25431,Entire home/apt,677,3,38,2023-06-24,0.48,30,178,2,"STR-03493L, 051470"
3192233,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 private bath,16179641,Fabrice,,Pacific Beach,32.79647,-117.23658,Private room,129,3,160,2022-11-14,1.47,2,15,4,
3198657,Rental unit in San Diego · ★4.83 · 1 bedroom · 1 bed · 1 bath,3736562,Renee,,Pacific Beach,32.79456,-117.24281,Entire home/apt,191,1,105,2023-06-21,0.96,6,250,22,"STR-03973L, 630824"
3220156,Home in San Diego · ★4.84 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.93077,-117.13941,Private room,50,31,189,2023-03-25,1.72,16,114,3,
3231295,Rental unit in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 bath,16354032,Chris,,Pacific Beach,32.79585,-117.25596,Entire home/apt,313,31,126,2023-05-01,1.16,1,21,9,
3241905,Rental unit in San Diego · ★4.81 · 1 bedroom · 2 beds · 1 bath,6989346,John,,Grant Hill,32.71249,-117.14254,Entire home/apt,110,31,151,2023-04-30,1.37,13,326,12,
3248519,Home in San Diego · 5 bedrooms · 5 beds · 5.5 baths,16430937,Clifford,,La Jolla,32.83318,-117.28171,Entire home/apt,3000,14,0,,,1,120,0,"STR-02545L, 519430"
3251105,Rental unit in San Diego · ★4.58 · 1 bedroom · 1 bed · 1 bath,9624153,Dixie,,Mission Bay,32.77359,-117.25267,Entire home/apt,217,3,31,2023-04-05,0.45,30,287,5,"STR-03739L, 605961"
3251193,Home in San Diego · 3 bedrooms · 6 beds · 2 baths,9624153,Dixie,,Mission Bay,32.77247,-117.25164,Entire home/apt,460,7,2,2022-07-30,0.16,30,274,1,"STR-03962L, 518920"
3303256,Rental unit in San Diego · ★4.77 · Studio · 2 beds · 1 bath,874515,Luke,,Mission Bay,32.76416,-117.2515,Entire home/apt,135,31,13,2023-01-21,0.13,28,328,1,
3310803,Rental unit in San Diego · ★4.50 · Studio · 2 beds · 1 bath,874515,Luke,,Mission Bay,32.76416,-117.2515,Entire home/apt,113,31,24,2022-12-28,0.23,28,12,1,
3339913,Guesthouse in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 bath,1233894,Nate & Beth,,Bay Park,32.78031,-117.20508,Entire home/apt,196,3,101,2023-06-20,0.92,1,156,8,"STR-06663L, 631161"
3364074,Home in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 bath,9832430,Ricardo,,Midtown,32.74498,-117.15328,Entire home/apt,296,1,197,2023-05-25,1.80,17,138,18,"STR-04194L, 630192"
3369288,Home in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,16999041,Pat,,Balboa Park,32.71527,-117.14536,Private room,150,30,17,2022-11-07,0.16,3,237,4,
3376136,Townhouse in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,17033287,Terri,,Rancho Bernadino,33.02981,-117.08512,Private room,55,31,13,2019-05-13,0.12,1,344,0,
3386693,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 bath,17101603,Chad,,Ocean Beach,32.73864,-117.24686,Entire home/apt,117,2,331,2023-06-21,3.03,1,128,52,"STR-02312L, 619581"
3404401,Home in San Diego · ★4.87 · 2 bedrooms · 2 beds · 2 baths,17168667,Emily,,Loma Portal,32.74646,-117.24525,Entire home/apt,259,2,373,2023-06-02,3.53,6,47,41,"STR-04864L, 643681"
3405125,Home in San Diego · 2 bedrooms · 2 beds · 1 shared bath,10156765,Scott,,Pacific Beach,32.79818,-117.22856,Private room,150,31,0,,,1,0,0,
3413201,Home in San Diego · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,16999041,Pat,,Balboa Park,32.71373,-117.14497,Private room,100,30,19,2023-06-01,0.18,3,204,3,
3433681,Rental unit in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 bath,17304951,Katherine,,East Village,32.72394,-117.15519,Entire home/apt,139,2,208,2023-06-18,4.20,1,127,64,"STR-06868L, 647689"
3458257,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 bath,3741400,Kevin,,North Hills,32.74444,-117.14608,Entire home/apt,141,4,184,2023-06-21,1.69,1,66,21,"STR-05090L, 645707"
3475437,Home in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 private bath,17505961,Steve,,Midtown,32.74745,-117.15855,Private room,92,2,375,2023-06-24,3.45,1,289,37,
3479784,Home in San Diego · ★5.0 · 3 bedrooms · 3 beds · 2 baths,2486132,Nicole,,Pacific Beach,32.81126,-117.22671,Entire home/apt,325,31,11,2021-10-15,0.11,1,0,0,
3489714,Guesthouse in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,10418310,Colin,,North Hills,32.76476,-117.13555,Entire home/apt,79,1,831,2023-06-09,9.01,1,66,108,"STR-06442L, 646627"
3510645,Rental unit in San Diego · ★4.39 · 1 bedroom · 2 beds · 1 bath,1028043,Jesse,,Balboa Park,32.71568,-117.14438,Entire home/apt,196,31,111,2023-02-25,1.02,54,295,7,
3511316,Rental unit in San Diego · ★4.90 · 4 bedrooms · 4 beds · 3 baths,10022622,Kristen,,Midtown,32.73902893066406,-117.16246032714844,Entire home/apt,546,2,110,2022-12-28,1.01,3,307,5,"STR-01122L, 609403"
3522000,Guesthouse in San Diego · ★4.90 · 2 bedrooms · 2 beds · 2 baths,923081,Don Fay &,,Midtown,32.73903,-117.16246,Entire home/apt,279,2,61,2023-06-16,0.57,4,321,9,"STR-01131L, 609403"
3522006,Home in San Diego · ★4.95 · 2 bedrooms · 2 beds · 1 bath,923081,Don Fay &,,Midtown,32.73902893066406,-117.16246032714844,Entire home/apt,241,2,93,2023-06-17,0.87,4,316,19,"STR-01122L, 609403"
3530257,Rental unit in San Diego · ★4.30 · Studio · 1 bed · 1 bath,874515,Luke,,Mission Bay,32.76745,-117.25136,Entire home/apt,340,31,33,2022-10-29,0.31,28,115,4,
3543408,Home in San Diego · ★4.47 · 2 bedrooms · 4 beds · 1 bath,11315693,Miles,,Mission Bay,32.78078,-117.25209,Entire home/apt,247,31,214,2023-06-05,2.01,9,37,31,
